Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2023-05-23,The Banshees of Inisherin,2022,https://boxd.it/4hrVhH,5,Yes,watched with Yared,"fellas, hbomax",2023-05-22
2023-05-24,Guy Ritchie's The Covenant,2023,https://boxd.it/4hHSSx,3.5,Yes,Watched with Micah and Tyler,"in theaters, moviepass",2023-05-23
2023-05-29,Sharp Objects,2018,https://boxd.it/4iMLHB,4.5,,revisited this for the first time since it came out 5 years ago,hbomax,2023-05-28
2023-05-29,Somebody I Used to Know,2023,https://boxd.it/4iWj5f,3.5,,"yeah this worked for me, mostly because of alison brie. dave franco does not need to be behind the camera... unless that <i>last thing</i> was his idea.  for some reason it does not feel like that was his idea.

danny pudi is a gem and should have had more screentime. same with haley joel. at the same time, kiersey clemons is a revelation and i hope to see her in more leads.",primevideo,2023-05-28
2023-06-01,Next Floor,2008,https://boxd.it/4jEAVv,4.5,,lol when he says “next floor”,youtube,2023-05-31
2023-06-02,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4jRd3r,5,,I loved this,"imax, in theaters",2023-06-01
2023-06-03,Koyaanisqatsi,1982,https://boxd.it/4jZO4R,5,Yes,"I streamed this on repeat in my Discord server. 

I invited the members of the server to consider the translated Hopi Prophecies sung in the film.

""If we dig precious things from the land, we will invite disaster.""

""Near the Day of Purification, there will be cobwebs spun back and forth in the sky.""

""A container of ashes might one day be thrown from the sky, which could burn the land and boil the oceans.""","fellas, youtube",2023-06-02
2023-06-03,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4k9VY3,5,Yes,Watched with Quentin and Jeremy,"imax, in theaters",2023-06-02
2023-06-05,Baby Ruby,2022,https://boxd.it/4kAtUB,3.5,,neat movie. I could never be a mom,hulu,2023-06-04
2023-06-05,Shiny Happy People,2023,https://boxd.it/4kMhGh,3.5,,I didn’t expect Amazon Prime to have a breakdown of Christian fascism in America but here it is,primevideo,2023-06-04
2023-06-05,Orphan,2009,https://boxd.it/4kOsoR,4,,"lmao at Kate pointing out ""adroit manipulators"" like that means anything to her dumbass husband",hbomax,2023-06-04
2023-06-06,The Birdcage,1996,https://boxd.it/4l5Yar,5,,Watched with Lydia and Quentin,,2023-06-05
2023-06-07,The Truman Show,1998,https://boxd.it/4llNF1,5,Yes,HOW’S IT GOING TO END?,primevideo,2023-06-06
2023-06-09,Ri¢hie Ri¢h,1994,https://boxd.it/4lQnON,4.5,Yes,nostalgia,youtube,2023-06-08
2023-06-10,10 Cloverfield Lane,2016,https://boxd.it/4lZ0gL,3.5,,"I think having seen the end of this movie contributed to the boredom I experienced during the end of <i>NOPE</i>

MEW is bae",youtube,2023-06-09
2023-06-11,Reality,2023,https://boxd.it/4mfYG7,4,,Honestly an instructional video on why you should never trust a cop,hbomax,2023-06-10
2023-06-12,Grimcutty,2022,https://boxd.it/4mxT1p,2,,wow this was awful,hulu,2023-06-11
2023-06-13,Out,2020,https://boxd.it/4mV7Qd,4.5,,happy pride 🏳️‍🌈,disney+,2023-06-12
2023-06-14,Spider-Man: Across the Spider-Verse,2023,https://boxd.it/4ne5Bj,5,Yes,"Third time’s the charm 

Watched with Drake, Mary, Logan, Ben, and Elizabeth","in theaters, moviepass",2023-06-13
2023-06-15,Black Mirror: Joan Is Awful,2023,https://boxd.it/4nwZ6x,4,,"interflix && meta

this made me happy and for a <i>Black Mirror</i> that usually means subsequent watches will be more complex in emotion OR it will fall apart",netflix,2023-06-15
2023-06-16,Black Mirror: Demon 79,2023,https://boxd.it/4nzUbN,4,,wild and outrageous,netflix,2023-06-15
2023-06-16,Black Mirror: Loch Henry,2023,https://boxd.it/4nzUUN,4,,omg,netflix,2023-06-15
2023-06-16,Black Mirror: Beyond the Sea,2023,https://boxd.it/4nzVw3,4.5,,Aaron Paul man,netflix,2023-06-15
2023-06-16,Black Mirror: Mazey Day,2023,https://boxd.it/4nzVSX,2,,not black mirror,netflix,2023-06-15
2023-06-17,Beau,2011,https://boxd.it/4nQAP3,4,Yes,"better than I remembered 

thanks Kolgaan",internetarchive,2023-06-16
2023-06-17,Beau Is Afraid,2023,https://boxd.it/4nWAqT,4,Yes,"this is Ari Aster at his most selfish, his most immature, and yet his most technically proficient and creative. 

I love the ways his movies work. It’s crazy that a 3-hour trip like this was paid for and marketed, and that no one cut it to pieces. Aster is a strange person and I look forward to more films",primevideo,2023-06-16
2023-06-17,The Strange Thing About the Johnsons,2011,https://boxd.it/4nZKIf,4,Yes,the piano score over the end credits,internetarchive,2023-06-16
2023-06-18,Skin & Bone,2022,https://boxd.it/4ogLSf,5,,hilarious 😆,"youtube, alter",2023-06-17
2023-06-18,Pig,2021,https://boxd.it/4om2L1,5,Yes,"when Nic Cage insists on driving his truck until it dies, I feel that",hulu,2023-06-18
2023-06-21,But I'm a Cheerleader,1999,https://boxd.it/4pcdYT,5,Yes,"fun fact: I used to date women so I would fit in with the straights. they’re now happily married, thankfully, and I’m gaily happy.

and it’s kind of a big deal that my mom apologized for taking me to a conversion therapist, believing I could stop being gay. my reaction at the time was to go along with it, which I obviously did for years until I eventually stopped lying and started telling my friends the truth 

anyway happy pride 🏳️‍🌈","primevideo, profile",2023-06-20
2023-06-24,Asteroid City,2023,https://boxd.it/4q0ln7,3.5,,"you can't wake up if you don't fall asleep... and i fell asleep

watched with matthew r, amanda, and mallory kay ",in theaters,2023-06-23
2023-06-25,Midsommar,2019,https://boxd.it/4q8qLT,5,Yes,happy midsummer day,youtube,2023-06-24
2023-06-26,Time Trap,2017,https://boxd.it/4qx4sv,3.5,,Very fun and has good imagery,youtube,2023-06-25
2023-06-28,To Save a Life,2009,https://boxd.it/4raaT1,0.5,,why is this 2 fucking hours,,2023-06-27
2023-07-03,No Hard Feelings,2023,https://boxd.it/4sJ2D9,3,,watched with Tyler,in theaters,2023-07-02
2023-07-07,Jaws,1975,https://boxd.it/4tMXYD,5,Yes,playing at Fertile Ground Beer Co.,"television at a bar, syfy",2023-07-06
2023-07-08,Wet Hot American Summer,2001,https://boxd.it/4u6KuZ,4,,Watched with Micah and Jeana at The Heights in Belhaven,theheights,2023-07-07
2023-07-08,Bo Burnham: What.,2013,https://boxd.it/4uaFjF,4.5,,when. where. why.,youtube,2023-07-08
2023-07-10,Joy Ride,2023,https://boxd.it/4uJM1N,3.5,,Watched with Quentin and Lydia,in theaters,2023-07-09
2023-07-12,Wounds,2019,https://boxd.it/4vdDnl,2,,this is a mess,hulu,2023-07-11
2023-07-12,Query,2020,https://boxd.it/4veuVZ,4,,more like queery amirite,youtube,2023-07-11
2023-07-14,The iMom,2014,https://boxd.it/4vZVzl,4,,this is a fable,"youtube, omeleto",2023-07-14
2023-07-15,Sound of Freedom,2023,https://boxd.it/4w83SL,3,,"This movie is quite effective at telling its story. Even if it isn’t real. 

I wish it hadn't been brought to my attention by a bunch of whiny Twitter people complaining that Hollywood doesn't want you to see this movie. It was the FEATURED MOVIE on Fandango when I checked today. I had no issues getting into my screening and watching this film. There's a whole bunch of folks saying that there is a conspiracy to shut this film down when it's just not happening.

Jim Caviezel plays his role well. I've always liked him, especially since <i>Person of Interest</i>.

People can stop sending me DMs about this movie now. I've watched it. It's a fine movie. It is morose subject matter but that's found in plenty of art. You can probably get a free ticket from the studio (google it, I'm not paid for marketing).",in theaters,2023-07-14
2023-07-15,Ex Machina,2015,https://boxd.it/4wdgez,5,Yes,Watched with Shelby and Will,max,2023-07-14
2023-07-17,Vesper,2022,https://boxd.it/4wHEeD,3.5,,"I like Vesper’s final choice.

The visuals are generally great but sometimes overwhelmingly the same color. The acting isn’t phenomenal but it gets the job done.",hulu,2023-07-16
2023-07-17,Tusk,2014,https://boxd.it/4wXhSd,3.5,,"the ending is heartbreaking 💔 

I’m having second thoughts about reviving my film club podcast now",max,2023-07-16
2023-07-19,They Cloned Tyrone,2023,https://boxd.it/4xuQqz,4.5,,absolutely insane directorial debut,in theaters,2023-07-18
2023-07-21,Barbie,2023,https://boxd.it/4y70k3,4.5,,"What was I made for?

Perhaps not surprisingly, Greta and Noah wax philosophical using Barbie and Ken as projections. There is insight into the woes of womanhood which avoid “all men are bad” tropes of hyperfeminist ideology. Identity and existence are explored with candor and humor. Honestly, this is as intellectually engaging as <i>Oppenheimer</i> but in more of the sitcom format where at the end everything is pretty much back to the way it was in the beginning, but with lessons learned. 

Watched with Jennie and Matthew","boppie, in theaters",2023-07-20
2023-07-21,Oppenheimer,2023,https://boxd.it/4ydMNp,5,,"just… go see it 

Watched with Hunter, Jennie, Matthew, Ben, Elizabeth, Logan, Drake, Eric, and Mary","imax, in theaters, boppie",2023-07-20
2023-07-23,Kinetta,2005,https://boxd.it/4yRZmV,1,,I’m convinced Yorgos knows what it takes to make a movie and has the talent to be good but he chooses not to do it,mubi,2023-07-22
2023-07-24,Oppenheimer,2023,https://boxd.it/4zqRqP,5,Yes,"1. Fission 
Cillian Murphy reaches back in time and across many years to summon a specter of a man. Oppenheimer is a complicated individual, insomuch that his politics is as paradoxical as the quantum world he is haunted by in visions. He is against the bomb but he built it. He didn’t build it but he designed it. He thought it might end the world but he didn’t stop the button being pushed. 

His personal relationships aren’t spared the consequences of a complicated man. His affairs reveal a man whose appetite is human, who eats and bleeds and breathes and drinks and fucks. Jean Tatlock presents the paradoxical woman, one who says she doesn’t want him but continues to call on him to satisfy herself. His marriage to Kitty by juxtaposition reflects a mature relationship of mutual respect and friendship. They “have walked through fire” and somehow survived the journey to the other side. His loyalties to his family and friends and country are put to the test and found to be strong, though sometimes in conflict with his recorded actions. Here is a man rich in the materials of life, and he continues to feel the weight of the quantum world he has helped unleash. 

Even his relationship to himself is troubled by the guilt he feels for his role in history. He admits he is not a good person in the same moment he is evidently not a good father. Despite his awareness of being selfish and awful he has a good and loyal friend to remind him that such people would not find that awareness.

The color of the man is shades of gray.

2. Fusion 
Robert Downey Jr’s Admiral Strauss is a man who believes himself a storied asset to his country. Strauss appears as the natural opponent of Oppenheimer, though he projects his own manipulation and calculated politics onto a man he does not fully understand. 

Nolan’s blending of multiple narratives that involve a wide range of characters is expertly executed. This film is visually, aurally, and emotionally mature. This film is his best work yet.","in theaters, boppie, moviepass, profile",2023-07-23
2023-07-24,Barbie,2023,https://boxd.it/4zA6D3,4.5,Yes,"I did a reverse order of my original Barbenheimer screening. I’ll call it Oppenharbie

Watched with Alexis, Charlie, and Ty","in theaters, boppie, moviepass",2023-07-23
2023-07-28,Talk to Me,2022,https://boxd.it/4B8Vtb,4.5,,fucken terrifying,"in theaters, moviepass",2023-07-27
2023-07-28,Dreamin' Wild,2022,https://boxd.it/4BbvQ5,3.5,,"Mississippi Film Society preview screening at the Capri

Watched with Jake
———
Beau Bridges’ performance brought tears to my eyes. When he tells Donnie he is proud of him it reminded me of a moment I had with my father earlier this year when he said the same thing. 

“If you can’t believe in family, what can you believe in?”",in theaters,2023-07-27
2023-07-29,Oppenheimer,2023,https://boxd.it/4BwCIJ,4.5,Yes,Watched with Tyler,"imax, in theaters",2023-07-28
2023-07-30,Munchausen,2013,https://boxd.it/4BZ8Cf,3.5,Yes,"With Hunter, Victoria, Aaron, and Jamie",,2023-07-29
2023-07-30,The Strange Thing About the Johnsons,2011,https://boxd.it/4BZ9nF,4,Yes,Watched with Hunter and Victoria,,2023-07-29
2023-07-30,C'est la Vie,2016,https://boxd.it/4BZXdl,4,Yes,Watched with Hunter and Victoria,,2023-07-29
2023-07-31,Barbie,2023,https://boxd.it/4CdWov,5,Yes,"Watched with Hunter, Victoria, Aaron, and Jamie","in theaters, moviepass",2023-07-30
2023-07-31,Through a Glass Darkly,1961,https://boxd.it/4CiwTd,,,Watched with Lydia and Quentin,max,2023-07-30
2023-08-01,Steven Universe: The Movie,2019,https://boxd.it/4CJBmx,4.5,,"I am expanding (to 3, from 2) the number of musicals I love, as sole exceptions to my general disdain for musicals on the whole:
1. <i>Newsies</i>
2. <i>Sweeney Todd</i>
3. <i>Steven Universe </i>(the entire series)",max,2023-07-31
2023-08-02,Teenage Mutant Ninja Turtles: Mutant Mayhem,2023,https://boxd.it/4D5DxB,4,,"I’m not nostalgic for this but it’s a valiant effort 

Watched at Malco Renaissance","in theaters, moviepass",2023-08-01
2023-08-05,Beats,2019,https://boxd.it/4E5lDF,4.5,,"this worked for me on a number of fronts: the dancing, the drugs, the demonization of police ",mubi,2023-08-04
2023-08-06,Hairspray,1988,https://boxd.it/4EvbAD,3.5,,I love the dance floor at the gay bar 🏳️‍🌈,lydia,2023-08-06
2023-08-06,The Faculty,1998,https://boxd.it/4EvJi9,4.5,,I fucking loved this,youtube,2023-08-06
2023-08-07,Oppenheimer,2023,https://boxd.it/4EG2Bp,5,Yes,"my fourth time in theaters, my third time in IMAX","imax, in theaters",2023-08-06
2023-08-07,Princess Mononoke,1997,https://boxd.it/4EKWAb,5,Yes,Watched with Hunter and Kaylee,in theaters,2023-08-06
2023-08-13,Simon Birch,1998,https://boxd.it/4GxXgt,3,,"I just remembered this movie's name for the first time in years (<a href=""https://twitter.com/mariehelene_02/status/1689652095681716225"">Thanks, Mary Helen</a>)

The bridge sequence after Simon does the thing has lived rent-free in my head for decades since I watched this during my sophomore year English class with Mrs. Kempert.",,
2023-08-13,Oppenheimer,2023,https://boxd.it/4GGo0j,5,Yes,"Watched with Jack and Michael

RDJ’s performance stands out this time, especially that meeting before advising Truman about the H-bomb 

Something I’ve thought for a long time but haven’t written down: Chris Nolan doesn’t know how to write women so he just tends not to. There’s always at least one, but there’s never a movie that passes that arbitrary Bechdel test. He finds women he hopes to portray as smart but he cannot help reveal his underlying expectations of women when one considers the narrative importance Nolan allows for them. They get moments which are elevated by the actresses who Nolan is smart enough to hire for their professionalism and talent; I am recalling Emily Blunt, Florence Pugh, and Olivia Thrilby from this film, as each actress works hard to be a real person in sometimes less than ideally written roles. 

Emily Blunt’s performance stands out this time, especially that interrogation scene","in theaters, imax",2023-08-12
2023-08-20,Oldboy,2003,https://boxd.it/4IVgpt,,,Watched with Ryan and Matthew,"mattycakes, 4k, in theaters, plaza",2023-08-19
2023-08-20,"Confess, Fletch",2022,https://boxd.it/4IZjn9,3,,Watched with Matthew and Taylor,"mattycakes, paramount+",2023-08-19
2023-08-22,Barbie,2023,https://boxd.it/4JFkmF,5,Yes,Watched with Alan,"in theaters, moviepass",2023-08-21
2023-08-23,Blue Beetle,2023,https://boxd.it/4JSlPf,4,,Slow start but when it’s fun it’s fun,"in theaters, moviepass",2023-08-22
2023-08-25,Babylon,2022,https://boxd.it/4KvSVN,5,Yes,I’ve literally never said this before but thank god for prime video,primevideo,2023-08-24
2023-08-26,Bar Snakes,2020,https://boxd.it/4KKsVR,4,,"I’ve seen this before but don’t remember who showed me

Watched at Mississippi Film Summit","in theaters, jxnfilmclub",2023-08-25
2023-08-27,How to Blow Up a Pipeline,2022,https://boxd.it/4KUAoB,4.5,,this was great,hulu,2023-08-26
2023-08-27,Dogleg,2023,https://boxd.it/4L65fn,,,"Feature presentation of the Mississippi Film Summit 
Hosted by the Mississippi Film Society at the Capri","in theaters, jxnfilmclub",2023-08-26
2023-08-30,Jurassic Park,1993,https://boxd.it/4M6xU3,4.5,Yes,"Spielberg is the king 

Watched with Micah and Hunter","in theaters, 3d",2023-08-29
2023-08-31,Beau Is Afraid,2023,https://boxd.it/4MoD99,4.5,Yes,"I noticed some similarities to <i>The Truman Show</i>:

Parental figure monitors all aspects of life and relationships — no privacy 

Water is associated with grief, loss, and life 

I’m sure there’s more but it’s still baffling to me that Ari Aster managed to create this and have it marketed and distributed and it made $10 million and a lot of theaters dropped it after two weeks",primevideo,2023-08-30
2023-09-04,Retribution,2023,https://boxd.it/4Ns44P,1.5,,90 minutes is still too long for this story,"in theaters, moviepass",2023-09-03
2023-09-05,But I'm a Cheerleader,1999,https://boxd.it/4NPgMl,5,Yes,"Watched with Lemuel, Madison, Mallory, Jay, Garrett, and Rod",tubi,2023-09-04
2023-09-05,Oppenheimer,2023,https://boxd.it/4NV26R,5,Yes,“The world will remember this day”,"in theaters, moviepass",2023-09-04
2023-09-06,The Equalizer 3,2023,https://boxd.it/4O8D0d,3.5,,wow did not realize that was Dakota Fanning until the credits,"in theaters, moviepass",2023-09-05
2023-09-09,Evil Dead,2013,https://boxd.it/4OOTxB,3,,"very chill and relaxing

“groovy”",hulu,2023-09-08
2023-09-09,Resurrection,2022,https://boxd.it/4OZdvP,4,,holy shit rebecca,hulu,2023-09-08
2023-09-10,C'est la Vie,2016,https://boxd.it/4PguIl,4,Yes,Watched with Clay and Grace,youtube,2023-09-09
2023-09-11,The Possession,2012,https://boxd.it/4Pt6n5,2.5,,I completely forgot about Matisyahu and never knew he was in the movies,youtube,2023-09-10
2023-09-11,One Pint at a Time,2021,https://boxd.it/4Px4EL,4,,"Watched with Aaron, Dylan, and Martha at Two Mississippi Museums 

Thanks to Nina Parikh of the MS Film Office and John Spann of the MS Humanities Council for sponsoring this Sunday Screening",,2023-09-10
2023-09-12,Aristotle and Dante Discover the Secrets of the Universe,2022,https://boxd.it/4PVbe9,3,,"Watched alone in auditorium 5 at Malco Grandview 

I’m never going to read the book this was based on but I assume it’s the better story. This has a lot of weird ADR that is visibly noticeable.

I enjoyed it overall.","in theaters, moviepass",2023-09-11
2023-09-16,The Fifth Element,1997,https://boxd.it/4QZ9bT,3.5,,"movie lounge 

watched with Cody, Drew, and Betsy",urban foxes,2023-09-15
2023-09-17,Aftersun,2022,https://boxd.it/4RhTdR,5,Yes,i'm a mess,primevideo,2023-09-16
2023-09-18,Pokémon: The First Movie,1998,https://boxd.it/4RAWe7,5,Yes,Watched with Alan,,2023-09-17
2023-09-25,The Godfather,1972,https://boxd.it/4TuVqH,4.5,Yes,Watched with Jonathan at the Capri,"in theaters, jawnmizzles",2023-09-24
2023-09-25,Howl's Moving Castle,2004,https://boxd.it/4Tz0D5,4,,"Watched with Hunter, Kaylee, DJ, and Bryson",in theaters,2023-09-24
2023-09-28,Sunshine,2007,https://boxd.it/4UfpPz,4.5,,one of the coolest movies i have ever seen,youtube,2023-09-27
2023-09-28,The Creator,2023,https://boxd.it/4UmPi1,3.5,,This looked and felt so damn good. Great day for sci fi films,"in theaters, imax",2023-09-27
2023-09-30,Vortex,2021,https://boxd.it/4UQHnd,5,,I watched this at the brewery. This is flawed and flawless. Incredibly intimate and devastating.,mubi,2023-09-29
2023-09-30,Milk,2008,https://boxd.it/4UVgL3,4.5,,RIP Dianne Feinstein,max,2023-09-29
2023-10-01,Dumb Money,2023,https://boxd.it/4V9UTz,3,,"Diamond fucking hands

<i>Dumb Money</i> relies too heavily on news clips and characters reading social media posts out loud for exposition but it does have moments of levity. 

Pete Davidson was my favorite","moviepass, in theaters",2023-09-30
2023-10-02,No One Will Save You,2023,https://boxd.it/4VDGGh,4.5,,These are the most autistic aliens I’ve ever seen depicted on screen,hulu,2023-10-01
2023-10-02,Sanctuary,2022,https://boxd.it/4VFSEV,,,oh okay so what the fuck ,hulu,2023-10-01
2023-10-02,Aftersun,2022,https://boxd.it/4VIEpX,5,Yes,I love the theme and use of meditation.,,2023-10-01
2023-10-05,The Creator,2023,https://boxd.it/4WFMaz,3,Yes,"I liked it a bit less a second time 

Watched with Tyler","in theaters, moviepass",2023-10-04
2023-10-08,28 Weeks Later,2007,https://boxd.it/4XzlaT,3,,Not Andy…,hulu,2023-10-07
2023-10-08,The Village,2004,https://boxd.it/4XzTwf,5,Yes,I bet in the screenplay it says <i>Ivy climbs </i>and I know mf M Night thought he was so bad for that,hulu,2023-10-07
2023-10-09,Midsommar,2019,https://boxd.it/4Y65rb,5,Yes,Director’s cut,4k,2023-10-09
2023-10-10,When Evil Lurks,2023,https://boxd.it/4YnxcH,4.5,,"I had to scream ""yo what the fuck"" twice to get the point across to the dude in the row in front of me with his phone on speaker 

Once because of the woman turning an axe on her husband. Twice because she turned it on herself. I would have gone a third time but he finally put his damn phone down--no he didn't this was a horror movie he obviously gave no shits about.

For real though, I did ask him to take the conversation outside the auditorium and he ended the call then sat on his phone swapping between the same two messaging apps for the rest of the runtime.

Despite this asshole, I found <i>When Evil Lurks</i> to be highly effective and an engaging horror experience. Don't miss it during spooky season","moviepass, in theaters",2023-10-09
2023-10-11,C'est la Vie,2016,https://boxd.it/4YtFLH,4,Yes,this is my favorite of the Aster shorts,youtube,2023-10-10
2023-10-11,The Exorcist: Believer,2023,https://boxd.it/4YL23d,2,,another entry in the horror movie with a hot dad filmography,"in theaters, moviepass",2023-10-10
2023-10-14,Hereditary,2018,https://boxd.it/4ZE3KH,4,Yes,"This was my selection for Friday the 13th 

Aster is a bonkers director and this movie is so good

Also what kinda mental health issues does Steve have to keep his inbox completely zero?",max,2023-10-13
2023-10-17,Age of Panic,2013,https://boxd.it/50GGCF,4,,Perfect representation of the political,lecinemaclub,2023-10-16
2023-10-17,Maggie,2023,https://boxd.it/50IATz,3.5,,"while some of the images are amateur, with a larger budget this story could have looked better in the VFX department. the story itself is pretty stellar. the apartment <i>as a character</i> is important thematically, symbolically, and is an excellent use of the genre.

watched on ALTER","alter, youtube",2023-10-16
2023-10-19,Like Everyone Else,,https://boxd.it/51dsfj,4.5,,"This short was <a href=""https://www.youtube.com/watch?v=6DG95W130L0"">uploaded to YouTube</a> where I was able to watch it. 

I found it to be emotionally compelling and well-made without doing more than showing a moment of humanity. I loved it and I'm still crying about it. ",youtube,2023-10-18
2023-10-20,Warnings,2023,https://boxd.it/51tvnH,4,,Just in time for spooky season,youtube,2023-10-19
2023-10-21,Killers of the Flower Moon,2023,https://boxd.it/51MheJ,5,,<i>Can you find the wolves in this picture?</i>,"in theaters, imax",2023-10-20
2023-10-22,Aftersun,2022,https://boxd.it/52cxxJ,5,Yes,"<i>aftersun</i> is the perfect title

Ask me why, the next time you see me 

Happy release anniversary",,2023-10-21
2023-10-23,The Signal,2022,https://boxd.it/52lPwH,3.5,,"highly entertaining. great sound production. VFX are a bit immature but work to tell the story.

I love that there are so many short films out there by directors from all over the world. this was cool ","youtube, alter",2023-10-22
2023-10-23,Next Floor,2008,https://boxd.it/52zi2x,4.5,Yes,mfers <i>ate</i>,youtube,2023-10-22
2023-10-23,Circuit,2014,https://boxd.it/52C8sB,,,<i>this was a triumph </i>,,2023-10-22
2023-10-24,I Do,,https://boxd.it/52IDJZ,4,,dialogue is so well-written I didn’t even care about the setting being a cell phone retail store,"omeleto, youtube",2023-10-23
2023-10-25,Blair Witch,2016,https://boxd.it/53cqW7,3,,sick,max,2023-10-24
2023-10-26,The Craft,1996,https://boxd.it/53qUVr,2.5,,"I remember watching this on cable tv growing up. It was a time when I really believed what my mom said about tv and witchcraft being dangerous. Maybe 40 minutes into the runtime, the power was knocked out by someone from my high school who was texting and driving and crashed into the line a couple hundred yards from our land. 

Anyway, I never told my mom then but I convinced myself I had cursed us",hulu,2023-10-25
2023-10-26,Enigma,2023,https://boxd.it/53tAbf,3.5,,fun and tantalizing with a great needle drop ,youtube,2023-10-25
2023-10-26,Portrait of God,2022,https://boxd.it/53tJO1,4.5,Yes,Watched live on Twitch with Jennie,"jsyd, youtube",2023-10-25
2023-10-26,In The Weeds,2021,https://boxd.it/53ur21,4,,"Other than some amateur acting, I found this to be quite compelling. The editing is interesting and can be a bit fast-paced to keep up with the varying threads, but worked really well for me","youtube, jsyd",2023-10-25
2023-10-27,Queen of the Damned,2002,https://boxd.it/53Loyx,1.5,,Honestly garbage. This has nothing on <i>Vampyr </i>(1932),hulu,2023-10-26
2023-10-27,Vampyr,1932,https://boxd.it/53N32T,4.5,Yes,"Oh yeah, that’s the shit",max,2023-10-26
2023-10-28,The Nun,2018,https://boxd.it/541gbn,2.5,,Radical,max,2023-10-27
2023-10-28,Eraserhead,1977,https://boxd.it/54bTIF,,,yo wtf,max,2023-10-27
2023-10-30,A Nightmare on Elm Street,1984,https://boxd.it/54Oc0X,3.5,,Don’t have sex folks,max,2023-10-29
2023-10-30,Five Nights at Freddy's,2023,https://boxd.it/550uTZ,3.5,,"Watched with Stephanie for her birthday, and also with Bart and Jonathan",in theaters,2023-10-29
2023-10-31,The Premonition,1976,https://boxd.it/55kB6P,2.5,,#1 of a Halloween double feature hosted by the Mississippi Film Society at the Capri,in theaters,2023-10-30
2023-10-31,The Beast Within,1982,https://boxd.it/55lj8P,,,#2 of a Halloween double feature hosted by the Mississippi Film Society at the Capri,in theaters,2023-10-30
2023-11-02,Bodies Bodies Bodies,2022,https://boxd.it/567Q6j,4.5,,no notes,"alexisaiah, vudu",2023-11-02
2023-11-03,Portrait of God,2022,https://boxd.it/56nzEb,4.5,Yes,Watched with Bryson,youtube,2023-11-02
2023-11-03,Doctor Sleep,2019,https://boxd.it/56qA9T,3.5,,"This was really cool. I think some of the VFX were underbaked but I didn’t mind too much. Ewan is great. Rebecca is, too, in her own fashion. It was fun seeing Cliff Curtis in this after really loving his character in <i>Sunshine</i>.

Mike Flanagan is no Kubrick but he has a solid sense for storytelling.",max,2023-11-02
2023-11-07,Oppenheimer,2023,https://boxd.it/57JmQV,4.5,Yes,"“They need us”

“Until they don’t”","in theaters, imax",2023-11-06
2023-11-07,Sunshine,2007,https://boxd.it/57NwHx,4.5,Yes,"Great double feature with <i>Oppenheimer</i>

Watched with Alex","youtube, alexisaiah",2023-11-06
2023-11-07,The Truman Show,1998,https://boxd.it/57PIyB,5,Yes,beautiful and life giving,youtube,2023-11-07
2023-11-09,When We Are Born,2021,https://boxd.it/58bgOZ,5,,"beautiful and life giving 

(this is the second work of art I have praised as such)",youtube,2023-11-08
2023-11-10,All Dirt Roads Taste of Salt,2023,https://boxd.it/58AIZV,5,,"gorgeous and full of sense 

watched with Mary at the Capri theatre","in theaters, jxnfilmclub, merry",2023-11-09
2023-11-12,Moon,2009,https://boxd.it/59dun7,4.5,,Sam Rockwell did so much,youtube,2023-11-11
2023-11-13,Mean Girls,2004,https://boxd.it/59E3IB,4,Yes,Watched with Alex,"youtube, alexisaiah",2023-11-12
2023-11-15,BlackBerry,2023,https://boxd.it/5afz7L,2.5,,"I kind of hated all the actors. I definitely hated the ending. 

Watched with Aaron and Hunter",appletv,2023-11-14
2023-11-17,A Different Score,2023,https://boxd.it/5aKkFv,,,"Julius Eastman lived as a gay black composer and was contemporaries with the likes of Philip Glass. After watching this doc, I'm curious to dive into more of his music, though it seems like it will never be in the way he intended, based on his thoughts in the archival footage used for this film. 

I'm grateful to have learned about a new figure in music history.",lecinemaclub,2023-11-16
2023-11-18,20th Century Women,2016,https://boxd.it/5b8Ykv,5,,Watched with Lydia,"max, lydia",2023-11-18
2023-11-20,Bottoms,2023,https://boxd.it/5bQqBb,3.5,,"Absolutely batshit plot. Super queer. I loved it 

Watched with Alex","primevideo, alexisaiah",2023-11-19
2023-11-21,Priscilla,2023,https://boxd.it/5c871f,5,,"thank you for the memory, Priscilla ","in theaters, moviepass",2023-11-20
2023-11-21,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/5ccwRj,3.5,,"kinda weird that we give the fascist-on-the-rise 2h40 but at the same time we get plenty of Rachel Zegler singing so.... still a great experience. I'll go again soon and see how I really feel about Tom Blyth because he might be a genius yet that puts him level with Viola Davis so I'm hesitant; but poor Rachel and that accent were a choice I could never reckon beyond metacommentary. 

Like, is this whole movie about Hollywood? Probably. It would be a likely story if the accent is from some conversation the actress had with the director in the same way tributes had conversations with their mentors.

But I guess it'll always be a mystery...","in theaters, moviepass",2023-11-20
2023-11-22,Saltburn,2023,https://boxd.it/5csbl9,4.5,,rich people are really like this,"in theaters, moviepass",2023-11-21
2023-11-24,The Marvels,2023,https://boxd.it/5d2Un7,2.5,,Watched with Alan,"in theaters, moviepass",2023-11-23
